Telegram Update ID,Telegram Chatroom ID,Telegram Chatroom Name,Telegram Message ID,Contributor Name,Project Name,Contribution Made,Rubric classification,TDGs Provisioned,Status,"TDGs Issued
(reviewed by Governor) ",Status date,"Main Ledger 
Line Number",Scoring Hash Key,Telegram File IDs,Edgar Signature Verification,External API call status,External API call response
Edgar_20251004171047_065,-1002190388985,Edgar Direct,Edgar_20251004171047_066,Edgar,,"[SALES EVENT]
- Item: 2024OSCAR_20250728_9
- Sales price: $17
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: file:///Users/garyjob/Applications/dapp/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: oP5YAXqrusqwoyf15LGcrcFZqcswQF3iZMj6ciS4HqB99X6bXRpo7JCAQGrQRD1HOuz4P+f2Qwqhj+KCMyuNSwZ5CNqYWdSP+a3qDd3kb/Qmhf6e1FMzItkwBFSFjoiU3U+w8L1kv5pQF1iRjE+SueoAUgY4IP8ml/Rrgk1dwSn6ZzjoY7355rb1GvxKQO2JAhaJcTkGipaKWNiNAFJeRr9yxGVXBPdUZA6ZBbGOyPwcSjYRDca+Ca+Alv7urcc1IHTxMjZbfM0UwMvyg+Ers4Jhq07LOBva3yMWGJs49wP9i/VJlzI82qq29/BPAefmMstX1uhPWVl3VBq3WUwWig==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,8pA3p+mwJ4zlKUYirzxc,,success,,
Edgar_20251004171100_067,-1002190388985,Edgar Direct,Edgar_20251004171100_068,Edgar,,"[SALES EVENT]
- Item: 2024OSCAR_20250728_10
- Sales price: $17
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: file:///Users/garyjob/Applications/dapp/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: TOciUhqCXSFTPQJu0kcETNOiVfwrA1gyYyTjU70AhlrOIqE/9KCUULBE27ZXLfoGZjrh9xy1VkPpXVGBHFIIPhKE3ktRPaN78N9gquBQxJ8TyvBcZ331yNQS+Y/LkC4wMF6aO5JRuS4S7qRuGeGtVIhQCKz1j/EVjMliu19YbS4B/CDAR2+BLaTk+7LhrEX44EvnyMeqbFDQarFprUTv8l3Q63CXoP1waOS/0FDsxqgnQatxmgxeiDDJ2Xr0A/bmBsjMDV6lMn/LJG53RGPRFjEsYas+Kf6T6y5X2FEk6DIFhvWJMuLj99A190SjBJfmUX+6Fbm4tB2tkWQKpVPfew==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,QUJ1rhTqSFurNDoc9/y1,,success,,
Edgar_20251004171114_069,-1002190388985,Edgar Direct,Edgar_20251004171114_070,Edgar,,"[SALES EVENT]
- Item: 2024OSCAR_20250728_11
- Sales price: $17
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: file:///Users/garyjob/Applications/dapp/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: so7THcP+p0EifAyo3XQlisy2Wx+HWdcWk0kJiKxrv9KKJlBSqOpCEVtVR8X17srapr3WquXn3KLP1bt65NXjlz1EBGulSJnVHRBR4/GhhhMHCX70n2LHb4zN7dg4BphS+Vr0eFA0N0Icr5ySn0v4CBEwHxp/NfSqWRRj8Sxih25oQtLKIT9WygvWQigcuc9iyKsDARhNVT+gfKHgj8gg2qS37PWQU0RvtxImGQUKTEyQuOuRt3BSmzHTNUdo+Aj8nugkBoO6T8yVFPIf8pCwJdOBekJKc8D4KVrnBNy9Y2ujbb7HbCWGX8Mrl5yAq3sK/H9aUtG6VPG1Dd8vxZGZtw==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,NO5953YWbTixt95JKQ+8,,success,,
Edgar_20251004171226_071,-1002190388985,Edgar Direct,Edgar_20251004171226_072,Edgar,,"[SALES EVENT]
- Item: 20250716_SEF_1
- Sales price: $4
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: https://dapp.truesight.me/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: t4uI5sQfdLc8JpYWg2QjJjPa6uUQqcJS/JYPlcrXILr5j3KOymGKJ2SZ6V9bgtYBrtGpLp99D0o12DNfAA3LybwggmdkJURZT6bAYgIfbbqYevD6xBl/iWTYjFeaWq66W1RP9RKKDhjiJmd084yyokshsvaJQY/uPFSmRSDDEOrwOW4mIrEL8Oikwag+y77jqmOUXYvBnaumJHVbjOqk1AfFvpoYAxd/j6Y9ZfdwWX6+UgLX8S4/HB15bSRhdOHrayfzEZJVBaigGrINhIsVXMWDILvVAjospPVJ1kj7ed9JChW1a4b3iPtjLijQZdRIcnwC4/5qOk/Z8oAdHAGwGw==

This submission was generated using https://dapp.truesight.me/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,PHmmtlEhDCdoFBqVINE/,,success,,
Edgar_20251004171421_073,-1002190388985,Edgar Direct,Edgar_20251004171421_074,Edgar,,"[SALES EVENT]
- Item: 20250716_SEF_2
- Sales price: $7
- Sold by: Gary Teh
- Attached Filename: None
- Submission Source: https://dapp.truesight.me/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: ds5Senv+snr67KZ/lRYbve98cv1cmTDnBzispjLXYSvmzSrsZBNmDM3pg6yCH3wW4GihKWrkX8up0VPBTypzCgsiyaLUcTvB/7MOjkYqz5pPFt6WJ/Aoo9IlwkbLi2NhorTCkIhuM6HEp9joGFDaFUeVOAfVDjLI7IymAMDdrw4eBPAnL1u3GBN64rLtvIfIPXKKcgw9lt2UMKIet8I36LBo4CVj0gYv1ShtaGDsKwo4y/oeu3dhFUyoMa9fZQh38c2MyvWu9TdIlxi2MAb58O68xV9ZzSvrD/OZHg753BlaudkdhcugnGGHYfLQlzxxrljEwzEe5lqIhaTAqqVmiA==

This submission was generated using https://dapp.truesight.me/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,ydJ7/XHwT84iHxt714j2,,success,,
Edgar_20251004174805_075,-1002190388985,Edgar Direct,Edgar_20251004174805_076,Edgar,,"[INVENTORY MOVEMENT]
- Manager Name: Gary Teh
- Recipient Name: Gary Teh
- Inventory Item: [AGL10] USD
- Quantity: 10
- Latitude: -23.549613
- Longitude: -46.684415
- Attached Filename: IMG_2901.PNG.png
- Destination Inventory File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/inventory_20251004174803_gary_teh_img_2901.png.png
- Submission Source: file:///Users/garyjob/Applications/dapp/report_inventory_movement.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: vS+MSl7st3C1uwVag3FzqUbmq9PKyQzwRACYUEP/YU7dRT1D7DcMHZz1+NDWe/bjKA5VK6dxh8Pv7s9K1LaW3gbq1qPgwlMnLAR62WDdx5oB2nWLlhELRakkb3mdOzZnULWJi8zEfRBnTKALklTTwnOIj0H+joUsm8Dk96cwr9vWlh1iNDMU3gBy6CtLdtLPjzZSymgaUIeMcSuxbkbS3FODt8AL6O/AsiIhETDu6FTEA92vC6Wz4JKzyb64kqfV/E8nLuFQmUp4y0rN5QL9DH2sszwO/BssXz7vfAmOwXeh4A29HTiolsHJBH29A2mZ2iSEhzYz4bznFFOCDAmb5Q==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_inventory_movement.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,rjWVIdkxwSYA3a2minGV,,success,,
Edgar_20251004175045_077,-1002190388985,Edgar Direct,Edgar_20251004175045_078,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: Enable copy and paste of files during inventory movement https://github.com/TrueSightDAO/dapp/pull/88
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: KH6/S9cVbMUKRswlgDy1PY3O/y58fxLW9SIoNEAk4E+CMAkCwrNYh5CNiA+D0UjK9D12/tImWqhH6l4ljnyKEIoithFmSNOBzDegy8escQXNZA39Zf4wqVNQEIVzhRUQSoPPgi8nJoqa1UxSzwcMaS1jUgpJvz/AIX7YkRN2BIkcbYgUGR40TEy9SStO6VD04dHiMwx74k9xrDaV9wbUpTQRNmHLy+dMsglJMHaXZo/d2etqJrilTKS1kFvdET3gxC8WfXz8FRWcr5nr1/haXUkdgO2UQTPIFBpI/eEANkGK9IubRrWYuL0mWyrd08FD5gVATmfLyMhZQg87WR9Edw==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,779RD4FMXcsHqIguslUo,,success,,
Edgar_20251004181213_079,-1002190388985,Edgar Direct,Edgar_20251004181213_080,Edgar,,"[INVENTORY MOVEMENT]
- Manager Name: Sacred Earth Farms
- Recipient Name: Gary Teh
- Inventory Item: [SEF1] NovaGaia Tree Planting Pledge - QR Code
- Quantity: 2
- Latitude: -23.549613
- Longitude: -46.684415
- Attached Filename: IMG_2899.PNG.png
- Destination Inventory File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/inventory_20251004181211_gary_teh_img_2899.png.png
- Submission Source: file:///Users/garyjob/Applications/dapp/report_inventory_movement.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: jpLAvslwhY5EFm8sfKBoPXDJIWTCPcihfnEnCsplNdY0dKB6iwge/BgjoZ+gwv+yKxxzabASNlZvkJIHkddEDdSWgvR+g5KsZ6QoPSRtnbJR8Qrc4lG+tKbD7hCwniL4/FhQp2FFehs0oqLC2IqhHa/WC/NOgbhF3WKnNEghcJC50IA6H0nEV6vJ4R9Yr+W9PwyCV8LkhSwv657nztmN4gO7sm8r/8W28oQSE5pfhRA+vC64na1ci5h1fNA5W9TohzhIQ4aNCY1u+hsRNLOv8L9lYLpm1WWtgXv8lC8+JckRAjfQfa7dCv5JM5eIIsjA/M6C3Au77bV+kvB4vw4UJA==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_inventory_movement.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,f4Z9oI/nJ40r4BWeUZYz,,success,,
Edgar_20251004181635_081,-1002190388985,Edgar Direct,Edgar_20251004181635_082,Edgar,,"[INVENTORY MOVEMENT]
- Manager Name: Sacred Earth Farms
- Recipient Name: Gary Teh
- Inventory Item: Ceremonial Cacao Kraft Pouch - 20250219006 + Cacao Mass Bar CP340993299BR  San Francisco
- Quantity: 5
- Latitude: -23.549613
- Longitude: -46.684415
- Attached Filename: IMG_2898.PNG.png
- Destination Inventory File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/inventory_20251004181634_gary_teh_img_2898.png.png
- Submission Source: file:///Users/garyjob/Applications/dapp/report_inventory_movement.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: Hk0TFmUneDiG4mscA2RluhRcFMRKiHfRWiaoB5ojeJwRsGXICsAyE9pYvZAo64U0WNUoPfLziKJAtyqYxar3bcgQd6S9wkBCz+gi+GqiGvuuH7F2tXqPOFd7Pk4m3BwXP0meIMUrg1hXMhwHfJhg7RyvAJb+fdEyo6y75lY4s39cbFKZ/XVajXjIg/yCVHDH8FYFcss2DiNP1lnsfsEmTyx+ifnTcUQbuiRy83YPC/RVQO2VkjCYmRf13HzjBciqqixUdU8+nMsHWPu7LHvQpGR0tVMEgq0chH0TH7a3k1zRNnfsKG7RxUYDGy/7Gi/HP+jZbp0mFXr9Ynp3/ENmMQ==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_inventory_movement.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,PuXdhD969j48lr1Gsx6o,,success,,
Edgar_20251004182113_083,-1002190388985,Edgar Direct,Edgar_20251004182113_084,Edgar,,"[INVENTORY MOVEMENT]
- Manager Name: Kirsten Ritschel
- Recipient Name: Gary Teh
- Inventory Item: Ceremonial Cacao Kraft Pouch - 20250219006 + Cacao Mass Bar CP340992761BR  San Francisco
- Quantity: 3
- Latitude: -23.549613
- Longitude: -46.684415
- Attached Filename: image.png
- Destination Inventory File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/inventory_20251004182107_gary_teh_image.png
- Submission Source: file:///Users/garyjob/Applications/dapp/report_inventory_movement.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: ge2MEU7uF8vr2iKa0mPVGcpo2vWqOFNIg1ZQwuKTWrizvjOvb41tlDeuMyK94gGim9ms0UMsoQljRAeab9UlHk+H8VQrkn+eC3aJtqUCUg8EZsmT9WjFT7QrkgOyaHkD7UGhpZ0FZXUpn34hO0ezD1svjmNzn8mz6CR760KEEq34+4lgEF2vCMaNbkOMSrJcCCU22zym9tZjABnLgFCBzYZDmEmNPtCFkBk9yiiLbHVrborEbqfgYnv4NZoIUeEmW97PQzSuZIIIzIF90nPcY01zsJUkBSiPbgqU4V3F7LUns1/ZDli3SVVUeTR84g/mYlfa4sN1tG+cOZhcVxLtTA==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_inventory_movement.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,h+7oJuSh8PpEketKKZrJ,,success,,
Edgar_20251004182743_085,-1002190388985,Edgar Direct,Edgar_20251004182743_086,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 60
- Description: Resolved recent ledger transactions with Cory
- Contributor(s): Gary Teh
- TDG Issued: 100.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: OUOtZ1vtQ41+x4vdNLjU4F/8wWI42dn9suv0oGzt9PbgsVK8UTwEyetikEnh/jVVseXNvn8Vkf+3gE0LS/xHjbRZCFQvc7s1jTafA5LZKnp0HY1ln1vZx7712sMplyOf0wz41emVtyD4vr3b/cSvc8W7ZD35Q5X6j0t9wvgocmUE7TRbvSedmTa7FgjhTVJFcJUwRPMS7rpnPRnqvcTRSXhAQiaj2UDDGU2nnsGFBdOxswv+o3FI1sWy/7oDQq6PprthpxUKFNe3UzwyVTPWDf6KaR4r6kKk30Cp580XHH2/nXO+g7SIDPMQTmtuxnt7Oio54GTPUUR9svWP4skhxg==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,JgGv09u8exikcqKZKpAd,,success,,
Edgar_20251004201222_087,-1002190388985,Edgar Direct,Edgar_20251004201222_088,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 60
- Description: Updated https://github.com/TrueSightDAO/agroverse_content_schedule/blob/main/CURSOR_AI_GUIDE.md. Also edited and scheduled content primary key cbe4cec1
- Contributor(s): Gary Teh
- TDG Issued: 100.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: nOj5Idr1BugpQBQtvO+K9yqZpTfEPhzbz3Qj78nacu73MNF14knfM4LsRwnpj4GkeOlpcs9XWjdgp4uWoqNjXQFXGQQZwjlJwlOMFgOBXyHzYJs7BGJBzSwNXWyNPlY6Lngu5dl4mTEtW23WfGOLc3G14zT4vnvOy3AncSISEQwLjKUhtNQf4EaXZFFA3NYh0xlA7Ov98FnxmD4iCR1p2k1nFurtih9DIT3EwL5vXCoSRUa/iVLArUQkjJJ13P9uRanY7/fHs6Ds9ciK5sW34ZdD6Y4+XjQiMT53aLvSuMFriXB5+p8U/H+AGQ7AZATEZ5H4D+4Moavb3CV9ra0GZA==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251004,,jsz1oaQFm2Z4mf0+U0Dv,,success,,
Edgar_20251005050910_089,-1002190388985,Edgar Direct,Edgar_20251005050910_090,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: Fixed the error with updating where the ledger name does not start with AGL  https://github.com/TrueSightDAO/tokenomics/pull/144
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: DW4DYwDe7uPce+vgmHGvDWeY3JG+B4tU5IhohNNx8irsdfbf4CHIY0IfCOSsPkQJDQ7xjh9DhZRt95ht3Lw1g/rE697b5zJHdD5EqTrqW8n1xj0D3HibMgbyQbfnkRhq65VWvZJbbRxzMbWdpQYmeFGvQR9X+VitNMz//awegW9M4S5rz6j9KYcyXPzpj0BvJk8YY0lf7KSVfP2vOGPy8Zvw7ilB1BIT3PUf6RnBekFSA2rud0yy99DXYM8XeCuUpx8V9sZ+Ih7e2vOKdBQcCIHkoADlcETdAviu8FqgrJl0qzAf1F4yZN9mtV9GQEL67bgGge9ieiihgJ2kwza4ug==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251005,,j7H+3ojfoCLYsjLJq2gf,,success,,
